State,Crop,Year,Rainfall,Temperature,Area,Production
Tamil Nadu,Sugarcane,2018,242,20,1032,1880
Uttar Pradesh,Rice,2021,138,29,1056,1812
Karnataka,Bajra,2018,160,31,687,1228
Madhya Pradesh,Sugarcane,2020,146,32,997,2105
Bihar,Rice,2017,181,28,1359,3111
Gujarat,Maize,2019,140,33,1837,3742
Rajasthan,Wheat,2019,133,28,830,1335
Bihar,Soybean,2016,227,29,1470,4141
Punjab,Maize,2023,153,27,1687,3044
Gujarat,Rice,2020,102,27,1761,2312
Haryana,Bajra,2023,102,35,1078,1396
Maharashtra,Rice,2019,125,30,1868,3218
Madhya Pradesh,Bajra,2022,241,26,1285,3462
Madhya Pradesh,Bajra,2017,109,32,1384,1687
Bihar,Sugarcane,2019,187,21,1450,2279
Punjab,Sugarcane,2021,88,20,1633,1150
Uttar Pradesh,Bajra,2017,98,20,869,733
Punjab,Sugarcane,2021,133,23,1773,1845
Bihar,Rice,2022,101,34,1445,1654
Rajasthan,Soybean,2018,117,32,1235,1949
Bihar,Bajra,2023,164,28,1467,2445
Bihar,Rice,2023,178,27,1723,3477
Tamil Nadu,Rice,2021,238,27,1264,2734
Tamil Nadu,Sugarcane,2022,146,32,992,1522
Gujarat,Rice,2018,72,25,947,682
Maharashtra,Sugarcane,2023,74,22,1996,1393
Punjab,Wheat,2015,124,31,793,1046
Maharashtra,Wheat,2021,214,28,988,2350
Uttar Pradesh,Sugarcane,2021,220,24,1283,2739
Punjab,Wheat,2022,140,31,1457,2535
Madhya Pradesh,Maize,2019,99,22,692,669
Punjab,Sugarcane,2022,243,23,1197,2496
Bihar,Maize,2023,108,24,1744,2157
Haryana,Sugarcane,2017,170,23,1870,2411
Tamil Nadu,Wheat,2021,180,25,1975,3870
Bihar,Bajra,2020,227,25,1654,4143
Haryana,Maize,2021,176,32,935,2283
Tamil Nadu,Bajra,2017,88,21,765,570
Uttar Pradesh,Soybean,2019,200,32,1996,4791
Gujarat,Bajra,2018,144,29,574,1035
Gujarat,Soybean,2016,133,31,1879,3488
Punjab,Wheat,2018,154,30,1388,2719
Tamil Nadu,Wheat,2020,158,24,1546,2392
Punjab,Wheat,2021,210,30,1690,3877
Uttar Pradesh,Wheat,2023,124,27,984,1136
Bihar,Maize,2023,161,32,1023,2465
Bihar,Rice,2019,183,26,1034,2318
Maharashtra,Rice,2023,218,33,853,2148
Uttar Pradesh,Soybean,2016,250,34,1796,7057
Punjab,Soybean,2022,231,27,1466,4015
Uttar Pradesh,Bajra,2015,72,24,706,552
Haryana,Bajra,2016,97,23,1948,1468
Rajasthan,Bajra,2020,231,21,1870,3210
Madhya Pradesh,Bajra,2022,152,33,856,1611
Tamil Nadu,Soybean,2015,155,29,837,1622
Karnataka,Bajra,2019,74,35,761,687
Madhya Pradesh,Soybean,2023,247,34,1309,4103
Karnataka,Sugarcane,2021,72,35,1701,2013
Bihar,Wheat,2015,92,26,513,542
Bihar,Maize,2021,157,23,1286,1516
Bihar,Sugarcane,2021,159,30,688,1215
Karnataka,Soybean,2022,96,27,1617,1914
Madhya Pradesh,Rice,2015,151,24,1440,2119
Uttar Pradesh,Wheat,2021,89,23,1180,852
Karnataka,Soybean,2023,239,29,621,2040
Bihar,Wheat,2020,247,24,807,1657
Maharashtra,Rice,2018,174,35,1535,4374
Karnataka,Sugarcane,2015,96,21,1025,935
Uttar Pradesh,Bajra,2019,195,27,861,2089
Uttar Pradesh,Wheat,2018,129,24,1355,1516
Haryana,Bajra,2016,105,35,1315,2165
Tamil Nadu,Sugarcane,2020,171,26,878,1541
Haryana,Maize,2021,218,25,1661,2971
Uttar Pradesh,Wheat,2023,112,26,526,538
Madhya Pradesh,Rice,2016,222,30,741,1957
Bihar,Wheat,2017,195,23,889,1577
Tamil Nadu,Bajra,2017,101,25,1490,1224
Gujarat,Sugarcane,2018,223,28,1967,4798
Tamil Nadu,Sugarcane,2022,81,30,775,846
Madhya Pradesh,Maize,2019,171,27,1070,1996
Uttar Pradesh,Soybean,2022,123,35,731,1016
Rajasthan,Bajra,2020,173,28,1353,2703
Maharashtra,Soybean,2016,190,20,518,836
Madhya Pradesh,Wheat,2017,149,21,1108,1411
Madhya Pradesh,Maize,2020,149,31,1311,2703
Gujarat,Rice,2022,171,27,1798,3121
Uttar Pradesh,Maize,2017,171,21,1636,1984
Karnataka,Sugarcane,2023,223,23,1393,3010
Rajasthan,Maize,2016,94,32,1082,1417
Gujarat,Sugarcane,2019,183,20,1350,2034
Madhya Pradesh,Rice,2021,197,30,1058,2278
Bihar,Rice,2020,192,23,1531,2311
Punjab,Bajra,2015,152,34,1134,2399
Bihar,Bajra,2019,229,23,779,1684
Karnataka,Rice,2017,118,34,1908,3169
Haryana,Wheat,2022,211,23,575,1043
Rajasthan,Rice,2015,141,35,1867,4065
Bihar,Rice,2015,82,22,1853,1183
Bihar,Wheat,2015,74,34,568,616
Maharashtra,Soybean,2020,140,30,1797,3239
Bihar,Rice,2015,120,23,564,578
Haryana,Wheat,2015,231,35,1275,4906
Rajasthan,Soybean,2021,174,24,808,1146
Karnataka,Bajra,2018,239,29,1176,3570
Punjab,Maize,2023,125,31,1400,2543
Uttar Pradesh,Maize,2021,245,27,840,2275
Karnataka,Bajra,2022,133,33,608,1275
Madhya Pradesh,Bajra,2022,178,20,1523,2094
Haryana,Wheat,2016,171,35,1793,3871
Punjab,Maize,2015,222,30,1078,3314
Karnataka,Wheat,2017,76,20,1370,930
Rajasthan,Bajra,2023,150,21,586,731
Punjab,Wheat,2015,154,32,1578,3131
Haryana,Wheat,2020,76,34,1252,1048
Punjab,Soybean,2019,172,25,1162,2139
Maharashtra,Wheat,2017,202,27,1700,3170
Rajasthan,Wheat,2020,177,25,598,936
Karnataka,Sugarcane,2019,157,34,1889,3547
Karnataka,Maize,2022,137,27,919,1170
Madhya Pradesh,Maize,2020,161,29,1310,2733
Karnataka,Rice,2016,132,28,1688,2179
Gujarat,Sugarcane,2016,110,31,1871,2221
Madhya Pradesh,Wheat,2015,157,28,1169,2172
Uttar Pradesh,Maize,2016,231,35,776,2753
Karnataka,Soybean,2022,86,28,824,857
Karnataka,Sugarcane,2020,89,23,822,602
Maharashtra,Wheat,2018,124,26,540,635
Gujarat,Wheat,2022,98,34,1432,1918
Gujarat,Soybean,2022,163,21,620,733
Uttar Pradesh,Maize,2019,107,30,1857,2437
Uttar Pradesh,Maize,2021,219,21,1928,3858
Maharashtra,Maize,2021,249,23,1151,2644
Karnataka,Wheat,2021,105,25,526,641
Karnataka,Maize,2023,220,32,1022,3192
Punjab,Maize,2021,111,31,740,1211
Rajasthan,Sugarcane,2017,163,27,808,1267
Haryana,Soybean,2022,74,29,660,647
Bihar,Rice,2021,115,33,1434,2456
Haryana,Maize,2023,161,29,1152,2533
Rajasthan,Wheat,2019,122,21,767,903
Madhya Pradesh,Soybean,2020,163,25,542,863
Gujarat,Bajra,2022,185,22,732,1150
Karnataka,Wheat,2021,225,25,1430,3462
Uttar Pradesh,Wheat,2022,196,31,567,1479
Maharashtra,Rice,2022,239,29,1797,5743
Maharashtra,Wheat,2015,107,30,519,574
Bihar,Rice,2020,137,30,996,1661
Bihar,Rice,2020,126,30,1640,2908
Bihar,Maize,2023,94,25,1224,1210
Gujarat,Maize,2023,92,26,887,862
Haryana,Bajra,2015,173,31,710,1465
Punjab,Bajra,2019,189,23,1200,2180
Bihar,Rice,2023,234,24,1520,2941
Bihar,Sugarcane,2020,189,25,1940,3396
Haryana,Sugarcane,2016,158,24,629,1097
Maharashtra,Soybean,2016,164,25,682,1326
Rajasthan,Maize,2015,227,21,1447,2918
Bihar,Soybean,2018,109,27,1421,1765
Karnataka,Sugarcane,2015,160,33,1735,3927
Karnataka,Rice,2022,173,32,1133,2152
Rajasthan,Soybean,2019,134,25,1508,2021
Haryana,Soybean,2022,124,33,680,1306
Karnataka,Maize,2021,236,30,1357,3459
Punjab,Maize,2017,198,29,855,2231
Gujarat,Wheat,2023,108,25,1962,2386
Tamil Nadu,Wheat,2021,235,31,887,2091
Tamil Nadu,Soybean,2016,130,20,1825,2054
Maharashtra,Rice,2019,80,26,954,854
Tamil Nadu,Sugarcane,2023,164,32,1221,3068
Maharashtra,Wheat,2022,106,30,1560,2142
Tamil Nadu,Maize,2015,212,28,640,1788
Punjab,Rice,2021,129,30,1574,2699
Rajasthan,Wheat,2021,244,22,1154,2498
Tamil Nadu,Wheat,2017,99,27,556,525
Madhya Pradesh,Bajra,2018,192,27,1056,2316
Rajasthan,Wheat,2015,237,32,1733,5334
Gujarat,Sugarcane,2021,186,21,1190,1626
Maharashtra,Soybean,2023,123,30,1392,1738
Rajasthan,Bajra,2017,97,30,1072,1252
Gujarat,Soybean,2017,117,33,706,1008
Uttar Pradesh,Sugarcane,2018,190,28,1030,2076
Punjab,Maize,2023,136,22,1289,1647
Bihar,Maize,2017,121,25,652,643
Gujarat,Rice,2022,186,29,721,1762
Tamil Nadu,Sugarcane,2016,130,28,829,1346
Madhya Pradesh,Bajra,2018,145,34,717,1632
Tamil Nadu,Soybean,2017,112,22,657,689
Karnataka,Soybean,2023,173,32,1018,2044
Tamil Nadu,Bajra,2018,104,29,1964,2243
Haryana,Rice,2020,183,32,1201,2702
Rajasthan,Wheat,2021,217,27,1900,4552
Uttar Pradesh,Sugarcane,2021,139,32,662,1358
Uttar Pradesh,Maize,2016,72,31,1228,1194
Tamil Nadu,Maize,2015,223,29,1538,4589
Uttar Pradesh,Soybean,2022,82,25,1438,1004
Tamil Nadu,Sugarcane,2022,124,27,828,1238
Maharashtra,Wheat,2019,207,25,1646,2996
Maharashtra,Soybean,2023,71,32,853,704
Madhya Pradesh,Sugarcane,2019,197,23,1114,1943
Gujarat,Bajra,2018,143,35,1908,3623
Punjab,Wheat,2022,148,34,1451,2869
Punjab,Bajra,2019,196,21,1029,1828
Uttar Pradesh,Soybean,2022,166,35,1461,4006
Punjab,Soybean,2015,85,22,1312,1131
Uttar Pradesh,Soybean,2016,81,22,734,574
Punjab,Sugarcane,2022,90,27,1571,1589
Punjab,Soybean,2021,86,27,732,796
Gujarat,Maize,2015,204,20,599,888
Karnataka,Sugarcane,2020,190,28,1690,3763
Punjab,Wheat,2015,204,20,974,1897
Haryana,Sugarcane,2016,216,25,1584,3041
Haryana,Wheat,2018,223,27,1478,3785
Rajasthan,Maize,2017,73,23,1590,1265
Bihar,Wheat,2019,125,21,1419,1374
Gujarat,Bajra,2020,79,29,1747,1918
Uttar Pradesh,Rice,2017,74,27,1048,912
Punjab,Wheat,2021,148,23,1928,2107
Bihar,Sugarcane,2016,209,35,1514,3800
Maharashtra,Maize,2021,124,20,828,896
Tamil Nadu,Rice,2016,167,33,1261,3084
Tamil Nadu,Maize,2021,161,29,989,1939
Maharashtra,Wheat,2021,75,35,637,621
Gujarat,Wheat,2022,164,35,767,2030
Tamil Nadu,Sugarcane,2019,184,31,1176,3206
Madhya Pradesh,Maize,2019,94,23,893,648
Bihar,Sugarcane,2023,152,29,1178,2362
Madhya Pradesh,Sugarcane,2018,174,31,826,1798
Punjab,Rice,2021,214,24,1662,3172
Punjab,Bajra,2016,73,26,1639,1117
Bihar,Maize,2015,191,24,540,874
Uttar Pradesh,Bajra,2016,237,27,1382,3073
Tamil Nadu,Wheat,2019,239,20,891,1765
Punjab,Wheat,2017,95,29,1730,2177
Punjab,Rice,2023,182,35,1362,3785
Maharashtra,Maize,2018,130,27,1978,3074
Rajasthan,Bajra,2015,229,24,792,1861
Tamil Nadu,Soybean,2020,188,33,1850,5261
Madhya Pradesh,Wheat,2017,89,31,1473,1822
Tamil Nadu,Maize,2022,224,32,1915,5808
Tamil Nadu,Rice,2018,98,30,1511,1994
Uttar Pradesh,Rice,2019,237,29,1747,3938
Gujarat,Bajra,2021,174,25,1714,2796
Uttar Pradesh,Sugarcane,2023,81,32,1879,2283
Madhya Pradesh,Sugarcane,2018,113,22,1787,1683
Madhya Pradesh,Sugarcane,2018,87,25,936,943
Rajasthan,Soybean,2018,91,24,646,507
Karnataka,Bajra,2020,249,33,1319,3505
Karnataka,Bajra,2017,250,32,1340,4700
Tamil Nadu,Rice,2016,149,35,1966,4601
Madhya Pradesh,Wheat,2020,155,27,663,1325
Rajasthan,Soybean,2018,163,30,1941,3128
Madhya Pradesh,Sugarcane,2016,231,21,584,1357
Rajasthan,Wheat,2020,132,25,510,683
Rajasthan,Rice,2018,175,26,642,1331
Gujarat,Bajra,2019,95,31,1247,1499
Gujarat,Maize,2015,132,33,1712,3445
Punjab,Maize,2020,148,35,1276,2507
Uttar Pradesh,Soybean,2018,118,34,781,1461
Maharashtra,Wheat,2015,98,30,1195,1196
Bihar,Wheat,2017,130,25,948,1236
Haryana,Sugarcane,2016,123,20,1309,1044
Madhya Pradesh,Wheat,2015,237,24,1974,3614
Bihar,Rice,2016,138,23,734,817
Maharashtra,Maize,2020,80,21,1959,1120
Gujarat,Soybean,2018,149,31,1778,2858
Tamil Nadu,Bajra,2019,145,23,1856,2727
Punjab,Maize,2018,155,25,1091,1616
Haryana,Rice,2023,177,33,1375,2832
Tamil Nadu,Sugarcane,2021,192,29,1159,2528
Haryana,Bajra,2016,168,27,563,1042
Tamil Nadu,Wheat,2019,160,31,1369,2173
Punjab,Sugarcane,2016,219,28,1416,3274
Haryana,Sugarcane,2019,95,28,711,840
Gujarat,Bajra,2022,135,28,850,1529
Gujarat,Soybean,2015,185,27,1561,3307
Punjab,Maize,2022,102,28,1465,1404
Tamil Nadu,Wheat,2021,151,24,1354,1866
Haryana,Wheat,2016,187,27,1720,3271
Uttar Pradesh,Bajra,2016,74,33,959,874
Gujarat,Rice,2019,205,25,1744,3423
Maharashtra,Bajra,2017,114,25,903,898
Madhya Pradesh,Sugarcane,2019,91,35,1191,1658
Haryana,Maize,2021,116,31,673,1138
Karnataka,Rice,2018,105,27,774,855
Punjab,Bajra,2015,152,20,1771,1779
Haryana,Wheat,2015,74,33,966,789
Rajasthan,Soybean,2018,231,23,854,2032
Punjab,Sugarcane,2023,113,33,1849,2797
Maharashtra,Soybean,2017,173,29,1460,2587
Tamil Nadu,Soybean,2021,183,22,1641,2508
Madhya Pradesh,Rice,2019,111,22,1359,1125
Tamil Nadu,Bajra,2021,109,23,1033,1033
Madhya Pradesh,Sugarcane,2019,210,31,1522,3201
Punjab,Bajra,2016,174,27,1835,3132
Punjab,Soybean,2018,172,35,968,1947
Bihar,Wheat,2022,236,25,1990,4024
Bihar,Bajra,2017,112,28,1207,1323
Karnataka,Maize,2018,162,34,752,1595
Rajasthan,Maize,2017,243,23,1506,2755
Madhya Pradesh,Rice,2017,127,20,748,646
Madhya Pradesh,Soybean,2023,153,31,584,1139
Punjab,Rice,2016,240,27,1597,3818
Haryana,Sugarcane,2020,98,28,557,606
Punjab,Wheat,2016,210,29,866,2297
Karnataka,Maize,2022,101,30,824,1191
Uttar Pradesh,Maize,2018,90,24,1505,1111
Karnataka,Soybean,2019,170,20,1417,1999
Maharashtra,Maize,2023,224,33,1554,3790
Punjab,Wheat,2020,96,31,1838,1971
Karnataka,Rice,2018,163,21,1851,2602
Punjab,Sugarcane,2018,183,32,1859,3592
Haryana,Maize,2020,211,29,1707,4960
Madhya Pradesh,Maize,2016,83,28,1183,1312
Karnataka,Soybean,2016,154,27,892,1594
Gujarat,Soybean,2018,111,34,840,1397
Punjab,Bajra,2020,223,32,1508,4222
Punjab,Wheat,2017,206,32,1404,4006
Gujarat,Maize,2015,84,29,1412,1444
Uttar Pradesh,Soybean,2022,250,20,1620,3359
Madhya Pradesh,Wheat,2018,226,35,1761,5808
Tamil Nadu,Maize,2023,126,32,1527,2319
Karnataka,Maize,2023,222,34,844,2185
Maharashtra,Sugarcane,2018,148,35,1474,3499
Bihar,Rice,2015,243,23,887,1962
Haryana,Soybean,2021,149,27,847,1575
Tamil Nadu,Wheat,2019,115,28,526,792
Karnataka,Maize,2016,234,35,1085,3575
Madhya Pradesh,Sugarcane,2023,120,27,559,649
Gujarat,Rice,2017,197,27,672,1689
Maharashtra,Wheat,2017,76,23,1328,1090
Gujarat,Wheat,2019,100,28,1594,1581
Gujarat,Wheat,2018,99,22,1264,1273
Tamil Nadu,Wheat,2023,249,32,1291,3615
Maharashtra,Wheat,2023,119,34,955,1410
Bihar,Bajra,2019,244,33,1522,4724
Rajasthan,Bajra,2020,81,30,1617,1610
Bihar,Rice,2017,246,35,1351,3976
Rajasthan,Sugarcane,2016,226,31,571,1527
Uttar Pradesh,Soybean,2021,104,22,1651,1259
Tamil Nadu,Rice,2021,167,32,1071,2430
Haryana,Sugarcane,2020,144,28,976,1353
Gujarat,Soybean,2020,159,23,1492,1972
Madhya Pradesh,Wheat,2022,126,26,1934,2962
Tamil Nadu,Rice,2016,78,24,970,603
Gujarat,Bajra,2015,161,33,703,1219
Madhya Pradesh,Rice,2022,247,35,961,3321
Bihar,Soybean,2021,186,27,506,922
Tamil Nadu,Sugarcane,2020,106,35,1307,2048
Maharashtra,Bajra,2015,82,27,1777,1858
Haryana,Wheat,2020,191,22,785,1342
Uttar Pradesh,Maize,2019,137,24,1841,2454
Karnataka,Wheat,2015,169,28,1340,2384
Bihar,Wheat,2015,86,25,1493,1333
Punjab,Sugarcane,2018,130,20,1850,2003
Maharashtra,Maize,2019,94,33,1176,1663
Karnataka,Sugarcane,2015,74,27,632,434
Tamil Nadu,Rice,2022,155,28,1700,2548
Gujarat,Rice,2022,226,29,1900,5098
Uttar Pradesh,Maize,2023,236,33,1624,5273
Uttar Pradesh,Sugarcane,2021,159,23,1907,3178
Uttar Pradesh,Wheat,2020,202,23,1285,2601
Madhya Pradesh,Maize,2018,150,22,1171,1277
Punjab,Bajra,2017,95,24,1689,1813
Rajasthan,Soybean,2018,200,33,1996,5505
Bihar,Sugarcane,2016,97,34,904,1112
Karnataka,Bajra,2021,222,21,1273,2261
Madhya Pradesh,Bajra,2017,141,35,1131,2512
Uttar Pradesh,Soybean,2015,143,23,900,1150
Maharashtra,Maize,2016,89,31,1311,1463
Punjab,Rice,2017,150,24,1172,1526
Karnataka,Bajra,2022,233,34,653,1729
Karnataka,Maize,2018,93,29,1835,2295
Haryana,Soybean,2018,155,31,574,1097
Gujarat,Rice,2018,90,20,1666,971
Bihar,Rice,2022,133,35,1327,2317
Bihar,Sugarcane,2022,121,27,766,931
Maharashtra,Wheat,2021,91,24,1704,1282
Madhya Pradesh,Soybean,2018,190,25,1186,2588
Bihar,Soybean,2015,133,27,1126,1343
Punjab,Rice,2021,108,28,929,1047
Gujarat,Bajra,2023,222,32,1049,3517
Rajasthan,Soybean,2017,193,35,1312,3585
Punjab,Bajra,2021,100,31,915,944
Uttar Pradesh,Bajra,2015,179,24,1357,2787
Maharashtra,Bajra,2019,95,35,679,1079
Bihar,Sugarcane,2019,98,25,1257,1060
Bihar,Wheat,2016,80,20,721,383
Karnataka,Maize,2023,156,26,1627,2309
Maharashtra,Soybean,2016,236,29,1046,2887
Bihar,Bajra,2020,220,26,1109,2315
Maharashtra,Wheat,2017,96,27,1813,2111
Madhya Pradesh,Wheat,2019,134,25,802,977
Madhya Pradesh,Soybean,2016,132,32,1809,2564
Karnataka,Rice,2022,157,27,868,1505
Karnataka,Sugarcane,2016,94,34,1119,1590
Uttar Pradesh,Bajra,2020,76,23,530,404
Bihar,Soybean,2016,137,31,1122,2163
Bihar,Maize,2021,113,25,1064,973
Madhya Pradesh,Sugarcane,2019,137,20,1317,1649
Tamil Nadu,Maize,2022,184,35,1512,3513
Karnataka,Bajra,2023,211,25,833,1966
Karnataka,Sugarcane,2021,245,28,840,2702
Haryana,Soybean,2022,153,29,739,1523
Karnataka,Wheat,2021,217,27,1975,3935
Gujarat,Rice,2021,106,31,533,588
Maharashtra,Rice,2023,93,25,1108,960
Bihar,Rice,2018,94,30,1550,1463
Maharashtra,Rice,2016,215,32,1830,4171
Madhya Pradesh,Soybean,2021,121,22,1991,2463
Bihar,Bajra,2016,74,33,1677,1955
Madhya Pradesh,Soybean,2017,173,29,611,1028
Haryana,Bajra,2020,114,34,1747,2324
Haryana,Sugarcane,2018,104,20,1252,1225
Punjab,Maize,2015,148,30,1817,3805
Bihar,Maize,2023,142,21,767,811
Gujarat,Maize,2021,170,32,1234,3221
Punjab,Wheat,2015,233,32,1938,6628
Madhya Pradesh,Sugarcane,2016,71,24,921,528
Haryana,Rice,2016,194,30,507,1273
Haryana,Maize,2022,75,27,1447,1146
Rajasthan,Rice,2018,222,22,1331,2097
Punjab,Bajra,2017,96,29,1400,1305
Tamil Nadu,Rice,2022,91,31,1697,1859
Tamil Nadu,Rice,2016,182,22,1125,2137
Madhya Pradesh,Bajra,2023,196,35,1094,2410
Uttar Pradesh,Soybean,2023,137,28,1799,2852
Bihar,Maize,2023,133,33,1178,2114
Rajasthan,Bajra,2018,185,32,1130,3200
Gujarat,Wheat,2017,75,35,987,1174
Haryana,Sugarcane,2019,109,21,1347,1136
Madhya Pradesh,Bajra,2019,183,20,903,1500
Haryana,Wheat,2020,206,28,850,2201
Uttar Pradesh,Maize,2020,113,25,572,752
Punjab,Bajra,2016,195,25,1002,2240
Rajasthan,Soybean,2015,78,35,1240,1382
Madhya Pradesh,Sugarcane,2020,211,23,1960,3650
Punjab,Rice,2023,92,31,884,938
Tamil Nadu,Bajra,2018,157,31,1614,2689
Haryana,Soybean,2023,72,23,1583,1193
Uttar Pradesh,Rice,2015,170,35,1616,3468
Maharashtra,Maize,2020,171,21,1580,2122
Bihar,Rice,2021,95,32,937,1008
Maharashtra,Soybean,2019,246,35,1271,3644
Madhya Pradesh,Soybean,2016,87,20,785,613
Karnataka,Wheat,2022,111,21,1861,1972
Tamil Nadu,Rice,2021,162,29,906,1810
Karnataka,Soybean,2019,227,22,1333,2263
Gujarat,Sugarcane,2023,155,30,1842,2871
Rajasthan,Bajra,2019,182,28,598,1299
Haryana,Rice,2019,154,23,1658,1920
Gujarat,Bajra,2023,179,23,698,1186
Rajasthan,Maize,2019,228,25,946,1790
Bihar,Sugarcane,2017,99,24,1983,1863
Haryana,Bajra,2019,200,32,576,1450
Gujarat,Bajra,2022,186,25,1004,1769
Rajasthan,Wheat,2022,135,35,1168,2053
Gujarat,Wheat,2023,151,27,1678,2991
Rajasthan,Soybean,2015,158,30,994,2260
Tamil Nadu,Maize,2018,183,26,1892,3343
Rajasthan,Sugarcane,2018,201,27,1714,4440
Karnataka,Bajra,2017,245,21,1133,2688
Punjab,Bajra,2016,191,26,685,1426
Bihar,Bajra,2019,148,28,1517,2537
Uttar Pradesh,Soybean,2023,197,21,801,1465
Maharashtra,Bajra,2019,176,24,873,1743
Bihar,Wheat,2020,246,26,1429,3113
Uttar Pradesh,Soybean,2021,111,21,1427,1596
Gujarat,Bajra,2023,116,32,1927,2411
Punjab,Sugarcane,2020,120,26,1429,1733
Maharashtra,Wheat,2020,176,29,1174,2098
Punjab,Maize,2019,218,27,1493,3004
Uttar Pradesh,Soybean,2016,95,23,1911,1921
Gujarat,Soybean,2015,241,33,1782,6791
Bihar,Rice,2020,180,34,799,1600
Maharashtra,Rice,2022,151,27,1643,2547
Punjab,Rice,2018,144,35,602,997
Gujarat,Soybean,2019,245,21,1521,3236
Haryana,Wheat,2017,152,22,1889,2493
Madhya Pradesh,Soybean,2020,84,25,760,636
Karnataka,Wheat,2021,245,35,1347,4700
Punjab,Soybean,2022,166,27,869,1347
Punjab,Maize,2018,74,32,1449,1192
Maharashtra,Soybean,2022,161,34,1914,4749
Bihar,Soybean,2015,100,32,1680,2318
Bihar,Maize,2018,91,29,1821,2258
Karnataka,Rice,2015,75,21,770,529
Maharashtra,Bajra,2016,183,23,554,901
Uttar Pradesh,Maize,2019,187,23,1169,2406
Tamil Nadu,Maize,2021,206,31,1541,3697
Gujarat,Soybean,2015,125,20,798,735
Tamil Nadu,Soybean,2016,219,29,1759,3934
Bihar,Bajra,2016,184,29,1954,4467
Maharashtra,Rice,2023,175,23,1787,2717
Uttar Pradesh,Bajra,2021,243,31,1903,5662
Maharashtra,Rice,2015,124,32,1725,3260
Haryana,Sugarcane,2019,215,20,926,1649
Maharashtra,Wheat,2018,248,22,1154,2479
Maharashtra,Maize,2021,207,35,1092,2790
Haryana,Bajra,2019,247,24,1627,3250
Rajasthan,Maize,2018,223,23,1964,4737
Madhya Pradesh,Rice,2016,177,24,654,1316
Haryana,Sugarcane,2018,224,30,1329,4012
Gujarat,Sugarcane,2018,152,22,1764,2429
Bihar,Sugarcane,2018,178,24,1481,2235
Karnataka,Soybean,2022,146,27,1011,1547
Punjab,Bajra,2016,140,32,1591,2784
Uttar Pradesh,Wheat,2022,173,24,1484,2053
Uttar Pradesh,Bajra,2016,100,31,1975,2858
Madhya Pradesh,Rice,2015,98,29,1305,1415
Haryana,Sugarcane,2015,229,25,637,1606
Tamil Nadu,Wheat,2020,173,33,1896,4318
Gujarat,Soybean,2016,200,24,709,1524
Rajasthan,Soybean,2021,156,20,828,963
Rajasthan,Bajra,2019,93,32,1989,2816
Madhya Pradesh,Soybean,2016,155,25,1044,1304
Maharashtra,Wheat,2020,100,26,545,544
Madhya Pradesh,Rice,2020,224,26,700,1849
Maharashtra,Wheat,2023,109,29,1218,1453
Maharashtra,Sugarcane,2023,248,33,1395,4270
Maharashtra,Rice,2015,222,23,1039,2501
Bihar,Bajra,2016,222,20,1357,2831
Haryana,Sugarcane,2018,73,35,1515,1736
Rajasthan,Wheat,2017,84,33,776,757
Madhya Pradesh,Soybean,2018,216,25,608,1257
Gujarat,Soybean,2016,93,24,1114,926
Uttar Pradesh,Sugarcane,2019,161,24,842,1042
Gujarat,Wheat,2019,180,25,1075,2279
Madhya Pradesh,Sugarcane,2017,102,30,1889,2304
Rajasthan,Sugarcane,2016,102,21,1598,1273
Haryana,Maize,2021,159,27,997,1929
Gujarat,Bajra,2020,198,28,656,1184
Madhya Pradesh,Sugarcane,2023,147,33,581,909
Madhya Pradesh,Rice,2020,159,21,1164,1367
Punjab,Wheat,2016,108,33,1418,1797
Gujarat,Rice,2023,194,26,1092,1993
Tamil Nadu,Bajra,2023,97,34,1937,2930
Uttar Pradesh,Maize,2015,193,33,1292,2949
Maharashtra,Sugarcane,2018,199,32,1161,3298
Uttar Pradesh,Soybean,2018,135,35,1729,2853
Haryana,Rice,2018,150,22,1437,1540
Punjab,Maize,2016,90,24,1448,1349
Maharashtra,Bajra,2018,86,23,897,597
Gujarat,Rice,2015,87,34,1569,2011
Haryana,Maize,2017,89,31,787,967
Bihar,Wheat,2016,74,33,1767,1632
Madhya Pradesh,Bajra,2021,104,20,980,901
Punjab,Rice,2023,238,35,1398,4134
Haryana,Bajra,2019,233,27,1788,4052
Bihar,Rice,2018,143,27,834,1196
Rajasthan,Sugarcane,2021,184,20,1248,1570
Rajasthan,Soybean,2018,136,21,1091,1245
Haryana,Soybean,2019,206,21,1680,3475
Uttar Pradesh,Bajra,2019,185,28,1485,3561
Bihar,Soybean,2015,235,27,1672,4963
Madhya Pradesh,Sugarcane,2020,246,35,1195,3389
Tamil Nadu,Maize,2022,147,21,1038,1180
Haryana,Maize,2022,107,25,1006,945
Maharashtra,Rice,2023,149,21,1996,2273
Haryana,Soybean,2023,244,21,1845,3516
Madhya Pradesh,Sugarcane,2018,209,27,1775,3868
Rajasthan,Rice,2021,174,34,582,1600
Tamil Nadu,Rice,2017,107,22,1246,1067
Madhya Pradesh,Soybean,2017,180,32,521,1304
Punjab,Soybean,2020,194,25,1967,4047
Rajasthan,Maize,2016,191,31,557,1564
Tamil Nadu,Bajra,2020,77,33,1923,1770
Gujarat,Soybean,2016,91,30,1003,1228
Bihar,Maize,2018,181,26,1670,2899
Punjab,Soybean,2021,166,27,1110,2076
Madhya Pradesh,Sugarcane,2021,202,26,1816,3577
Haryana,Sugarcane,2023,237,35,531,1576
